Model:	LI-7500A Open Path CO2/H2O Analyzer
SN:	75H-2651
Instrument:	AIU-1552
File Type:	2
Software Version:	7.5.0
Timestamp:	11:51:33
Timezone:	Asia/Kuala_Lumpur
DATAH	Seconds	Nanoseconds	Sequence Number	Diagnostic Value	Diagnostic Value 2	Date	Time	CO2 Absorptance	H2O Absorptance	CO2 (mmol/m^3)	CO2 (mg/m^3)	H2O (mmol/m^3)	H2O (g/m^3)	Temperature (C)	Pressure (kPa)	Aux 1 - U (m/s)	Aux 2 - V (m/s)	Aux 3 - W (m/s)	Aux 4 - Ts (K)	Cooler Voltage (V)	Vin SmartFlux (V)	CO2 (umol/mol)	H2O (mmol/mol)	Dew Point (C)	CO2 Signal Strength	H2O Sample	H2O Reference	CO2 Sample	CO2 Reference	CHK
DATA	1449028296	700000000	8877	255	0	2015-12-02	11:51:36:700	0.0860222	0.125446	15.7403	692.573	1243.32	22.3797	28.7363	101.143	0.243811	0.520317	0.0231977	304.266	2.29333	0	390.586	30.8522	24.6898	98.8948	39269	39190	38755	39356	111
DATA	1449028296	800000000	8907	255	0	2015-12-02	11:51:36:800	0.0860276	0.125483	15.7414	692.623	1243.82	22.3888	28.7363	101.138	0.277439	0.516581	0.0269346	304.26	2.29323	0	390.602	30.8638	24.7099	98.8934	39262	39190	38755	39356	 71
DATA	1449028296	900000000	8937	255	0	2015-12-02	11:51:36:900	0.086019	0.125638	15.7395	692.539	1246.04	22.4288	28.7363	101.143	0.277439	0.505371	0.0263119	304.285	2.29323	0	390.566	30.9198	24.7313	98.8959	39264	39191	38756	39357	 81
DATA	1449028297	0	8967	255	0	2015-12-02	11:51:37:000	0.0860228	0.125615	15.7403	692.575	1245.71	22.4228	28.7363	101.143	0.26623	0.486689	0.0288029	304.21	2.29333	0	390.582	30.9111	24.6988	98.8973	39281	39191	38755	39357	129
DATA	1449028297	100000000	8997	255	0	2015-12-02	11:51:37:100	0.0860472	0.125244	15.7461	692.829	1240.44	22.328	28.7363	101.143	0.198973	0.524054	0.0300484	304.173	2.29323	0	390.728	30.7807	24.6243	98.8984	39296	39192	38756	39358	 52
DATA	1449028297	200000000	9027	255	0	2015-12-02	11:51:37:200	0.0860478	0.124851	15.7464	692.84	1234.88	22.2279	28.7363	101.143	0.198973	0.501635	0.0300484	304.16	2.29333	0	390.736	30.6429	24.5298	98.9023	39301	39192	38756	39359	247
DATA	1449028297	300000000	9057	255	0	2015-12-02	11:51:37:300	0.0860553	0.124839	15.7478	692.904	1234.67	22.2241	28.7363	101.143	0.213919	0.52779	0.0325394	304.141	2.29333	0	390.747	30.6356	24.6219	98.8998	39287	39192	38757	39358	 68
DATA	1449028297	400000000	9087	255	0	2015-12-02	11:51:37:400	0.0860252	0.125104	15.7408	692.594	1238.43	22.2918	28.7363	101.138	0.221392	0.539	0.0362759	304.197	2.29333	0	390.569	30.7287	24.6552	98.9023	39281	39193	38757	39359	206
DATA	1449028297	500000000	9117	255	0	2015-12-02	11:51:37:500	0.0860411	0.125263	15.7446	692.76	1240.7	22.3326	28.7363	101.143	0.210182	0.524054	0.0400124	304.247	2.29323	0	390.679	30.7863	24.6466	98.9023	39287	39194	38758	39359	219
DATA	1449028297	600000000	9147	255	0	2015-12-02	11:51:37:600	0.0860414	0.125141	15.7447	692.765	1238.98	22.3016	28.7363	101.143	0.210182	0.520317	0.0393896	304.241	2.29333	0	390.682	30.7435	24.6274	98.8998	39283	39192	38757	39358	 99
DATA	1449028297	700000000	9177	255	0	2015-12-02	11:51:37:700	0.0860427	0.125245	15.7448	692.773	1240.44	22.3279	28.7363	101.143	0.198973	0.553946	0.0400124	304.222	2.29333	0	390.676	30.7789	24.6453	98.9048	39278	39194	38758	39360	118
DATA	1449028297	800000000	9207	255	0	2015-12-02	11:51:37:800	0.0860285	0.125388	15.7416	692.632	1242.47	22.3645	28.7363	101.143	0.18029	0.580105	0.0437489	304.272	2.29333	0	390.61	30.8304	24.6992	98.9048	39271	39193	38758	39360	246
DATA	1449028297	900000000	9237	255	0	2015-12-02	11:51:37:900	0.0860435	0.12549	15.7452	692.789	1243.94	22.3909	28.7363	101.143	0.213919	0.546473	0.0412579	304.247	2.29323	0	390.708	30.8676	24.6916	98.9009	39270	39193	38758	39359	 82
DATA	1449028298	0	9267	255	0	2015-12-02	11:51:38:000	0.0860176	0.125519	15.7392	692.523	1244.35	22.3982	28.74	101.143	0.25502	0.609997	0.0368986	304.247	2.29333	0	390.555	30.8775	24.7014	98.9023	39270	39193	38758	39359	 82
DATA	1449028298	100000000	9297	255	0	2015-12-02	11:51:38:100	0.086005	0.125523	15.7362	692.391	1244.39	22.3991	28.7363	101.143	0.284916	0.591312	0.0406351	304.247	2.29323	0	390.472	30.878	24.7403	98.9034	39264	39194	38760	39360	223
DATA	1449028298	200000000	9327	255	0	2015-12-02	11:51:38:200	0.0860059	0.125679	15.7364	692.399	1246.61	22.439	28.74	101.143	0.243811	0.598785	0.0418806	304.229	2.29333	0	390.477	30.933	24.7504	98.9023	39243	39193	38759	39359	165
DATA	1449028298	300000000	9357	255	0	2015-12-02	11:51:38:300	0.0860057	0.126139	15.7364	692.4	1253.17	22.5571	28.74	101.143	0.247547	0.583839	0.0449944	304.235	2.29323	0	390.494	31.0971	24.7593	98.9034	39257	39194	38759	39360	161
DATA	1449028298	400000000	9387	255	0	2015-12-02	11:51:38:400	0.0860189	0.125826	15.7394	692.533	1248.7	22.4767	28.74	101.143	0.25502	0.576366	0.0425034	304.216	2.29333	0	390.561	30.9857	24.7538	98.9023	39283	39193	38757	39359	166
DATA	1449028298	500000000	9417	255	0	2015-12-02	11:51:38:500	0.086053	0.125226	15.7474	692.888	1240.19	22.3235	28.74	101.143	0.258757	0.613731	0.0375214	304.26	2.29323	0	390.761	30.7745	24.6138	98.9034	39306	39194	38758	39360	135
DATA	1449028298	600000000	9447	255	0	2015-12-02	11:51:38:600	0.086051	0.124718	15.7472	692.877	1233.01	22.1942	28.74	101.143	0.221392	0.624943	0.0387669	304.278	2.29313	0	390.765	30.597	24.572	98.9045	39290	39195	38760	39361	101
DATA	1449028298	700000000	9477	255	0	2015-12-02	11:51:38:700	0.0860387	0.125144	15.7441	692.742	1239.03	22.3025	28.74	101.143	0.213919	0.557682	0.0400124	304.21	2.29333	0	390.679	30.7456	24.5609	98.9124	39303	39197	38761	39363	177
DATA	1449028298	800000000	9507	255	0	2015-12-02	11:51:38:800	0.0860531	0.12487	15.7474	692.888	1235.14	22.2325	28.74	101.143	0.202709	0.539	0.0387669	304.185	2.29333	0	390.756	30.6487	24.63	98.9124	39288	39197	38761	39363	220
DATA	1449028298	900000000	9537	255	0	2015-12-02	11:51:38:900	0.0860457	0.12519	15.7457	692.809	1239.67	22.314	28.74	101.143	0.202709	0.553946	0.0362759	304.216	2.29333	0	390.709	30.7608	24.6893	98.9149	39263	39197	38763	39364	183
DATA	1449028299	0	9567	255	0	2015-12-02	11:51:39:000	0.086015	0.12584	15.7384	692.488	1248.88	22.4799	28.74	101.143	0.187763	0.542736	0.0393896	304.185	2.29333	0	390.522	30.9891	24.75	98.9149	39253	39198	38764	39364	224
DATA	1449028299	100000000	9597	255	0	2015-12-02	11:51:39:100	0.0860137	0.126053	15.7381	692.475	1251.92	22.5345	28.74	101.147	0.176554	0.539	0.0393896	304.278	2.29333	0	390.523	31.065	24.6006	98.9149	39302	39199	38762	39364	 46
DATA	1449028299	200000000	9627	255	0	2015-12-02	11:51:39:200	0.0860409	0.124954	15.7446	692.763	1236.32	22.2538	28.74	101.143	0.157871	0.512844	0.0381441	304.173	2.29333	0	390.688	30.6782	24.6658	98.9174	39271	39199	38764	39365	 11
DATA	1449028299	300000000	9657	255	0	2015-12-02	11:51:39:300	0.0860177	0.125594	15.7392	692.525	1245.41	22.4174	28.74	101.143	0.154135	0.557682	0.0362759	304.185	2.29343	0	390.561	30.9042	24.7308	98.9188	39292	39199	38764	39365	 10
DATA	1449028299	400000000	9687	255	0	2015-12-02	11:51:39:400	0.08604	0.125119	15.7443	692.751	1238.66	22.2958	28.74	101.143	0.169081	0.557682	0.0350304	304.173	2.29343	0	390.678	30.7358	24.6387	98.9213	39295	39200	38764	39366	157
DATA	1449028299	500000000	9717	255	0	2015-12-02	11:51:39:500	0.0860534	0.125083	15.7475	692.891	1238.16	22.287	28.74	101.143	0.176554	0.512844	0.0368986	304.16	2.29343	0	390.762	30.7241	24.613	98.9188	39307	39199	38763	39365	117
DATA	1449028299	600000000	9747	255	0	2015-12-02	11:51:39:600	0.0860633	0.124802	15.7499	692.997	1234.18	22.2153	28.74	101.143	0.150398	0.479216	0.0319166	304.141	2.29343	0	390.824	30.6255	24.4893	98.9213	39332	39199	38764	39366	  7
DATA	1449028299	700000000	9777	255	0	2015-12-02	11:51:39:700	0.086063	0.124289	15.7499	692.997	1226.93	22.0847	28.74	101.143	0.120502	0.482952	0.0356531	304.173	2.29343	0	390.823	30.4453	24.4497	98.9238	39342	39201	38764	39367	215
DATA	1449028299	800000000	9807	255	0	2015-12-02	11:51:39:800	0.0860738	0.124073	15.7524	693.105	1223.87	22.0297	28.74	101.147	0.142925	0.494162	0.0319166	304.166	2.29333	0	390.874	30.3688	24.4331	98.9274	39346	39203	38766	39369	  2
DATA	1449028299	900000000	9837	255	0	2015-12-02	11:51:39:900	0.0860867	0.12406	15.7555	693.241	1223.69	22.0265	28.74	101.143	0.131714	0.512844	0.0325394	304.11	2.29333	0	390.959	30.365	24.4124	98.9274	39346	39204	38767	39369	 90
DATA	1449028300	0	9867	255	0	2015-12-02	11:51:40:000	0.0860703	0.124058	15.7517	693.074	1223.67	22.0261	28.74	101.143	0.142925	0.490425	0.0325394	304.11	2.29343	0	390.865	30.3644	24.4259	98.9314	39345	39204	38767	39370	 11
DATA	1449028300	100000000	9897	255	0	2015-12-02	11:51:40:100	0.0860666	0.124094	15.7507	693.03	1224.17	22.035	28.74	101.143	0.154135	0.482952	0.0325394	304.148	2.29343	0	390.83	30.3759	24.4251	98.9314	39347	39204	38768	39370	 49
DATA	1449028300	200000000	9927	255	0	2015-12-02	11:51:40:200	0.0860666	0.124073	15.7508	693.036	1223.89	22.03	28.74	101.143	0.131714	0.482952	0.0344076	304.16	2.29343	0	390.847	30.37	24.4246	98.9339	39348	39205	38768	39371	210
DATA	1449028300	300000000	9957	255	0	2015-12-02	11:51:40:300	0.0860653	0.124069	15.7504	693.018	1223.81	22.0286	28.74	101.143	0.120502	0.524054	0.0331621	304.166	2.29333	0	390.824	30.3671	24.4259	98.9375	39348	39207	38769	39373	192
DATA	1449028300	400000000	9987	255	0	2015-12-02	11:51:40:400	0.0860863	0.124111	15.7553	693.235	1224.42	22.0395	28.74	101.143	0.113029	0.482952	0.0306711	304.123	2.29343	0	390.955	30.3828	24.4264	98.9389	39347	39207	38769	39373	213
DATA	1449028300	500000000	10017	255	0	2015-12-02	11:51:40:500	0.0860891	0.124121	15.756	693.263	1224.55	22.042	28.74	101.143	0.0980835	0.52779	0.0306711	304.16	2.29333	0	390.968	30.386	24.4298	98.94	39347	39208	38771	39374	204
DATA	1449028300	600000000	10047	255	0	2015-12-02	11:51:40:600	0.0860657	0.124152	15.7505	693.022	1224.99	22.0498	28.74	101.143	0.124241	0.482952	0.0350304	304.173	2.29333	0	390.827	30.3964	24.4304	98.94	39348	39208	38771	39374	134
DATA	1449028300	700000000	10077	255	0	2015-12-02	11:51:40:700	0.0860682	0.124143	15.7511	693.049	1224.86	22.0475	28.74	101.143	0.150398	0.486689	0.0325394	304.154	2.29333	0	390.843	30.3933	24.4539	98.94	39313	39208	38772	39374	164
DATA	1449028300	800000000	10107	255	0	2015-12-02	11:51:40:800	0.0860403	0.124941	15.7445	692.759	1236.14	22.2505	28.74	101.143	0.139187	0.497898	0.0325394	304.173	2.29333	0	390.689	30.674	24.7297	98.94	39261	39208	38774	39374	135
DATA	1449028300	900000000	10137	255	0	2015-12-02	11:51:40:900	0.0860109	0.126109	15.7373	692.44	1252.7	22.5487	28.74	101.143	0.169081	0.475479	0.0319166	304.116	2.29343	0	390.489	31.0834	24.8058	98.9389	39268	39207	38772	39373	185
DATA	1449028301	0	10167	255	0	2015-12-02	11:51:41:000	0.0860101	0.125902	15.737	692.429	1249.74	22.4953	28.74	101.138	0.18029	0.468006	0.0319166	304.216	2.29333	0	390.475	31.0091	24.9144	98.94	39253	39207	38773	39374	161
DATA	1449028301	100000000	10197	255	0	2015-12-02	11:51:41:100	0.0860086	0.126211	15.7369	692.423	1254.18	22.5752	28.74	101.147	0.172817	0.46427	0.0306711	304.272	2.29343	0	390.493	31.121	24.799	98.9389	39250	39206	38772	39373	 97
DATA	1449028301	200000000	10227	255	0	2015-12-02	11:51:41:200	0.0860114	0.126283	15.7376	692.455	1255.22	22.5939	28.74	101.143	0.176554	0.505371	0.0294256	304.185	2.29343	0	390.522	31.1477	24.8581	98.9364	39240	39206	38773	39372	250
DATA	1449028301	300000000	10257	255	0	2015-12-02	11:51:41:300	0.0859856	0.126544	15.7314	692.183	1258.91	22.6604	28.74	101.143	0.184027	0.490425	0.0288029	304.222	2.29343	0	390.356	31.2383	24.9593	98.9364	39215	39205	38773	39372	  6
DATA	1449028301	400000000	10287	255	0	2015-12-02	11:51:41:400	0.0859641	0.127054	15.7264	691.961	1266.2	22.7916	28.74	101.147	0.228865	0.438114	0.0325394	304.316	2.29343	0	390.232	31.4193	24.9728	98.9339	39222	39205	38771	39371	215
DATA	1449028301	500000000	10317	255	0	2015-12-02	11:51:41:500	0.085982	0.126843	15.7305	692.142	1263.17	22.737	28.74	101.143	0.247547	0.546473	0.0325394	304.297	2.29343	0	390.331	31.3438	24.8683	98.9339	39255	39204	38770	39371	166
DATA	1449028301	600000000	10347	255	0	2015-12-02	11:51:41:600	0.0860125	0.126052	15.7377	692.458	1251.89	22.534	28.74	101.143	0.213919	0.486689	0.0325394	304.285	2.29343	0	390.502	31.0634	24.8033	98.9339	39250	39204	38771	39371	206
DATA	1449028301	700000000	10377	255	0	2015-12-02	11:51:41:700	0.0859948	0.126203	15.7336	692.28	1254.06	22.5731	28.74	101.143	0.262493	0.497898	0.0325394	304.26	2.29343	0	390.413	31.1182	24.8044	98.9339	39277	39205	38770	39371	175
DATA	1449028301	800000000	10407	255	0	2015-12-02	11:51:41:800	0.0860169	0.125614	15.739	692.516	1245.69	22.4225	28.74	101.143	0.247547	0.468006	0.0288029	304.16	2.29343	0	390.554	30.9111	24.7215	98.9339	39296	39204	38769	39371	167
DATA	1449028301	900000000	10437	255	0	2015-12-02	11:51:41:900	0.0860332	0.125147	15.7428	692.681	1239.05	22.303	28.74	101.143	0.243811	0.501635	0.0281801	304.148	2.29343	0	390.635	30.7454	24.6264	98.9339	39313	39205	38770	39371	181
DATA	1449028302	0	10467	255	0	2015-12-02	11:51:42:000	0.0860395	0.124781	15.7444	692.753	1233.89	22.2099	28.74	101.143	0.236338	0.494162	0.0281801	304.135	2.29343	0	390.686	30.618	24.5501	98.9364	39318	39206	38769	39372	 85
DATA	1449028302	100000000	10497	255	0	2015-12-02	11:51:42:100	0.0860502	0.124722	15.7468	692.858	1233.03	22.1946	28.74	101.143	0.195236	0.542736	0.0250664	304.098	2.29343	0	390.735	30.5961	24.5671	98.9364	39295	39206	38771	39372	 12
DATA	1449028302	200000000	10527	255	0	2015-12-02	11:51:42:200	0.0860128	0.125327	15.738	692.471	1241.6	22.3488	28.74	101.143	0.247547	0.565159	0.0300484	304.272	2.29353	0	390.514	30.8085	24.7035	98.9378	39277	39206	38773	39372	159
DATA	1449028302	300000000	10557	255	0	2015-12-02	11:51:42:300	0.0859952	0.125681	15.7339	692.292	1246.64	22.4396	28.74	101.143	0.303596	0.509108	0.0319166	304.272	2.29343	0	390.421	30.9342	24.7321	98.9364	39259	39206	38772	39372	 14
DATA	1449028302	400000000	10587	255	0	2015-12-02	11:51:42:400	0.0859804	0.126099	15.7304	692.137	1252.58	22.5464	28.74	101.143	0.367119	0.512844	0.0256891	304.272	2.29343	0	390.338	31.0818	24.7747	98.9339	39269	39205	38771	39371	 32
DATA	1449028302	500000000	10617	255	0	2015-12-02	11:51:42:500	0.086006	0.125819	15.7365	692.405	1248.61	22.475	28.74	101.143	0.307335	0.46427	0.0319166	304.266	2.29343	0	390.496	30.9839	24.7522	98.9339	39277	39206	38771	39371	124
DATA	1449028302	600000000	10647	255	0	2015-12-02	11:51:42:600	0.0860004	0.125646	15.7351	692.346	1246.15	22.4307	28.74	101.143	0.277439	0.423164	0.0275574	304.272	2.29343	0	390.454	30.9222	24.6973	98.9389	39290	39206	38772	39373	  8
DATA	1449028302	700000000	10677	255	0	2015-12-02	11:51:42:700	0.0860074	0.125331	15.7367	692.415	1241.65	22.3497	28.74	101.143	0.236338	0.434378	0.0319166	304.235	2.29343	0	390.484	30.8099	24.6587	98.9389	39300	39206	38772	39373	 28
DATA	1449028302	800000000	10707	255	0	2015-12-02	11:51:42:800	0.0860157	0.125146	15.7387	692.502	1239.03	22.3026	28.74	101.143	0.213919	0.471743	0.0325394	304.166	2.29343	0	390.532	30.7448	24.587	98.9389	39305	39207	38772	39373	215
DATA	1449028302	900000000	10737	255	0	2015-12-02	11:51:42:900	0.0860179	0.125034	15.7393	692.53	1237.46	22.2743	28.74	101.143	0.240074	0.494162	0.0350304	304.173	2.29333	0	390.557	30.7066	24.7151	98.9414	39270	39207	38774	39374	196
DATA	1449028303	0	10767	255	0	2015-12-02	11:51:43:000	0.0859854	0.125825	15.7316	692.19	1248.68	22.4763	28.74	101.143	0.243811	0.46427	0.0350304	304.179	2.29343	0	390.363	30.9848	24.7363	98.9364	39269	39206	38773	39372	 54
